setname,name,region,version,alternative,parent_title,platform,series,homebrew,bootleg,year,manufacturer,category,linebreak1,resolution,rotation,flip,linebreak2,players,move_inputs,special_controls,num_buttons
moonaln,Moon Alien,,,yes,Galaxian,,,no,no,1979,Namco / Nichibutsu / Karateco,Shooter - Gallery,,15kHz,vertical (cw),yes,,2 (alternating),2-way horizontal,,1
mooncrgx,Moon Cresta,,,no,,,,no,yes,1980,,Shooter - Gallery,,15kHz,vertical (ccw),yes,,2 (alternating),2-way horizontal,,1
mpatrol,Moon Patrol,,,no,,Irem M52,,no,no,1982,Irem,Shooter - Horizontal,,15kHz,horizontal,,,2 (alternating),2-way horizontal,,2
mpatrolw,Moon Patrol (Williams),,Williams,yes,Moon Patrol,Irem M52,,no,no,1982,Irem / Williams,Shooter - Horizontal,,15kHz,horizontal,,,2 (alternating),2-way horizontal,,2
mranger,Moon Ranger (Moon Patrol) [bl],,Moon Patrol,yes,Moon Patrol,Irem M52,,no,yes,1982,Irem,Shooter - Horizontal,,15kHz,horizontal,,,2 (alternating),2-way horizontal,,2
moonwar,Moon War,,,no,,,,no,no,1981,Stern,Shooter - Multidirectional,,15kHz,vertical (cw),yes,,2 (alternating),,spinner,2
moonwara,Moon War (Older),,Older,yes,Moon War,,,no,no,1981,Stern,Shooter - Multidirectional,,15kHz,vertical (cw),no,,2 (alternating),,spinner,2
motos,Motos,,,no,,,,no,no,1985,Namco,Arena,,15kHz,vertical (cw),yes,,2 (alternating),8-way,,2
mototour,MotoTour- Zippy Race (Tecfri license),,,yes,Traverse USA,,,no,no,1983,Irem / Tecfri,Racing,,15kHz,vertical (cw),no,,2 (alternating),2-way horizontal,,2
mrdonight,Mr. Do Nightmare,,,no,,,Mr. Do,yes,no,1982,Crazy Ivan,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,1
mrdo,Mr. Do!,,,no,,,Mr. Do,no,no,1982,Universal,Maze,,15kHz,vertical (ccw),yes,,2 (alternating),4-way,,1
mrdofix,Mr. Do! Fixed,,,no,,,Mr. Do,no,no,1982,Universal,Maze,,15kHz,vertical (ccw),yes,,2 (alternating),4-way,,1
mrgoemon,Mr. Goemon,,,no,,,,no,no,1986,Konami,Platform,,15kHz,horizontal,,,2 (alternating),8-way,,2
mrtnt,Mr. TNT,,,no,,,,no,no,1983,Techstar / Telko,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,1
mspacmat,Ms. Pac Attack,,,yes,Ms. Pac-Man,,Pac-Man,no,no,1981,Midway,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
mspacman,Ms. Pac-Man,,,no,,,Pac-Man,no,no,1981,Midway,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
mspacmancr,Ms. Pac-Man (Crush Roller Hardware) [bl],,Crush Roller Hardware,yes,Ms. Pac-Man,,Pac-Man,no,yes,1981,Midway,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
mspacmnf,Ms. Pac-Man (Fast) [hb],,Fast,yes,Ms. Pac-Man,,Pac-Man,yes,no,1981,Midway,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
mbombrdj,"Muscle Bomber Duo- Heat Up Warriors (JP, 931206)",Japan,931206,yes,Slam Masters,Capcom CPS-1.5,Slam Masters,no,no,1993,Capcom,Sports,,15kHz,horizontal,n/a,,4,8-way,,3
mbombrd,"Muscle Bomber Duo- Ultimate Team Battle (W, 931206)",World,931206,no,,Capcom CPS-1.5,Slam Masters,no,no,1993,Capcom,Sports,,15kHz,horizontal,n/a,,4,8-way,,3
mbomberj,"Muscle Bomber- The Body Explosion (JP, 930713)",Japan,930713,yes,Slam Masters,Capcom CPS-1.5,Slam Masters,no,no,1993,Capcom,Sports,,15kHz,horizontal,n/a,,4,8-way,,3
alibabab,Mustafa and 40 Thieves [bl],,,yes,Alibaba,,,no,yes,1982,,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,1
myhero,"My Hero (US, not Encrypted)",USA,not Encrypted,no,,Sega System 1,,no,no,1985,Sega,Platform,,15kHz,horizontal,,,2 (alternating),8-way,,2
nadkong,Naked Donkey Kong [hb],,,yes,Donkey Kong,,Donkey Kong,yes,no,1981,Nintendo,Platform - Climb,,15kHz,vertical (cw),no,,2 (alternating),4-way,,1
nemoj,"Nemo (JP, 901120)",Japan,901120,yes,Nemo,Capcom CPS-1,,no,no,1990,Capcom,Platform,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
nemor1,"Nemo (W, 901109)",World,901109,yes,Nemo,Capcom CPS-1,,no,no,1990,Capcom,Platform,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
nemo,"Nemo (W, 901130)",World,901130,no,,Capcom CPS-1,,no,no,1990,Capcom,Platform,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
chtpman2,New Puck 2 (Cheat) [hb],,Cheat,yes,Pac-Man,,Pac-Man,yes,no,1980,Namco / Midway,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
fstpman2,New Puck 2 (Fast) [hb],,Fast,yes,Pac-Man,,Pac-Man,yes,no,1980,Namco / Midway,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
nwpuc2b,New Puck 2 (Set 2) [hb],,Set 2,yes,Pac-Man,,Pac-Man,yes,no,1980,Linear Elect,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
newpuck2,New Puck 2 [hb],,,yes,Pac-Man,,Pac-Man,yes,no,1980,Sir Scotty,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
newpuck3,New Puck 3 [hb],,,yes,Pac-Man,,Pac-Man,yes,no,1980,Marcel Silvius,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
newpuckx,New Puck X,,,yes,Pac-Man,,Pac-Man,no,no,1980,hack,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
chtpuck,New Puck X (Cheat) [hb],,Cheat,yes,Pac-Man,,Pac-Man,yes,no,1980,Deluxe,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
fastpuck,New Puck X (Fast) [hb],,Fast,yes,Pac-Man,,Pac-Man,yes,no,1980,Deluxe,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
nrallyx,New Rally-X,,,no,,,Rally-X,no,no,1981,Namco,Racing,,15kHz,horizontal,,,2 (alternating),4-way,,1
nrallyxb,New Rally-X [bl],,,yes,Rally-X,,Rally-X,no,yes,1981,Namco,Racing,,15kHz,horizontal,,,2 (alternating),8-way,,1
nextfase,Next Fase (Phoenix) [bl],,Phoenix,yes,Phoenix,,,no,yes,1981,Petaco S.A.,Shooter - Gallery,,15kHz,vertical (cw),yes,,2 (alternating),2-way horizontal,,1
nwarra,"Night Warriors- Darkstalkers' Revenge (AS, 950302)",Asia,950302,yes,Night Warriors- Darkstalkers' Revenge,Capcom CPS-2,Darkstalkers,no,no,1995,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
nwarr,"Night Warriors- Darkstalkers' Revenge (EU, 950316)",Europe,950316,no,,Capcom CPS-2,Darkstalkers,no,no,1995,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
nwarrh,"Night Warriors- Darkstalkers' Revenge (HS, 950403)",Hispanic,950403,yes,Night Warriors- Darkstalkers' Revenge,Capcom CPS-2,Darkstalkers,no,no,1995,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
nwarru,"Night Warriors- Darkstalkers' Revenge (US, 950406)",USA,950406,yes,Night Warriors- Darkstalkers' Revenge,Capcom CPS-2,Darkstalkers,no,no,1995,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
nwarrb,"Night Warriors- Darkstalkers' Revenge (W, 950403)",World,950403,yes,Night Warriors- Darkstalkers' Revenge,Capcom CPS-2,Darkstalkers,no,no,1995,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
ninjakun,Ninjakun Majou no Bouken,,,no,,,,no,no,1984,UPL / Taito,Platform - Climb,,15kHz,horizontal,,,2 (alternating),2-way horizontal,,2
nobb,Noboranka (Bootleg),,,no,,Sega System 1,,no,no,1986,Sega,Run 'n' Gun - Vertical,,15kHz,vertical (ccw),no,,2 (alternating),8-way,,2
offender,Offender [hb],,,yes,Scramble,,,yes,no,1981,Konami,Shooter - Horizontal,,15kHz,vertical (cw),no,,2 (alternating),8-way,,2
offensiv,"Offensive (Scramble, Spanish) [bl]",,"Scramble, Spanish",yes,Scramble,,,no,yes,1981,Konami,Shooter - Horizontal,,15kHz,vertical (cw),no,,2 (alternating),8-way,,2
omegab,Omega,,,no,,,,no,yes,1981,Nihon,Shooter - Gallery,,15kHz,vertical (ccw),yes,,2 (alternating),2-way horizontal,,1
omni,Omni,,,yes,Pisces,,,no,no,1982,,Shooter - Gallery,,15kHz,vertical (cw),yes,,2 (alternating),2-way horizontal,,1
opaopa,"Opa Opa (MC-8123, 317-0042)",,"MC-8123, 317-0042",yes,Opa Opa,Sega System E,,no,no,1987,Sega,Maze,,15kHz,horizontal,,,1,8-way,,2
opaopan,"Opa Opa (Rev A, unprotected)",,"Rev. A, unprotected",yes,Opa Opa,Sega System E,,no,no,1987,Sega,Maze,,15kHz,horizontal,,,1,8-way,,2
orbitron,Orbitron,,,no,,,,no,no,1982,Comsoft,Shooter - Gallery,,15kHz,vertical (ccw),yes,,2 (alternating),8-way,,1
pacnpal,Pac &amp; Pal,,,no,,,Pac-Man,no,no,1983,Namco,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
pac2600,Pac 2600 (Older) [hb],,Older,yes,Pac-Man,,Pac-Man,yes,no,1980,Bobby Tribble,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
pac2600a,Pac 2600 [hb],,,yes,Pac-Man,,Pac-Man,yes,no,1980,Bobby Tribble,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
pacsnoop,"Pac Snoop (v1.3, Fast) [hb]",,"v1.3, Fast",yes,Pac-Man,,Pac-Man,yes,no,1980,Scott Lawrence,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
pacm255,Pac-Man (255th Maze Fix) [hb],,255th Maze Fix,yes,Pac-Man,,Pac-Man,yes,no,1980,Namco / Midway,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
pacbaby,Pac-Man (Baby Maze 1) [hb],,Baby Maze 1,yes,Pac-Man,,Pac-Man,yes,no,1980,Namco / Midway,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
pacbaby2,Pac-Man (Baby Maze 2) [hb],,Baby Maze 2,yes,Pac-Man,,Pac-Man,yes,no,1980,Namco / Midway,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
pacbaby3,Pac-Man (Baby Maze 3) [hb],,Baby Maze 3,yes,Pac-Man,,Pac-Man,yes,no,1980,Namco / Midway,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
baby4,Pac-Man (Baby Maze 4) [hb],,Baby Maze 4,yes,Pac-Man,,Pac-Man,yes,no,1980,Namco / Midway,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
pacbell,Pac-Man (Bell) [hb],,Bell,yes,Pac-Man,,Pac-Man,yes,no,1980,Namco / Midway,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
chtpac,Pac-Man (Cheat) [hb],,Cheat,yes,Pac-Man,,Pac-Man,yes,no,1980,Namco / Midway,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
pcrunchy,Pac-Man (Crunchy) [hb],,Crunchy,yes,Pac-Man,,Pac-Man,yes,no,1980,Namco / Midway,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
pacelec,Pac-Man (Electric Cowboy) [hb],,Electric Cowboy,yes,Pac-Man,,Pac-Man,yes,no,1980,Namco / Midway,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
hearts,Pac-Man (Hearts) [hb],,Hearts,yes,Pac-Man,,Pac-Man,yes,no,1980,Namco / Midway,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
pacjail,Pac-Man (Jail) [hb],,Jail,yes,Pac-Man,,Pac-Man,yes,no,1980,Namco / Midway,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
pacmod,"Pac-Man (Midway, Harder) [hb]",,"Midway, Harder",yes,Pac-Man,,Pac-Man,yes,no,1980,Namco / Midway,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
pacmanf,"Pac-Man (Midway, Speedup) [hb]",,"Midway, Speedup",yes,Pac-Man,,Pac-Man,yes,no,1980,Namco / Midway,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
pacman,Pac-Man (Midway),,Midway,no,,,Pac-Man,no,no,1980,Namco / Midway,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
pacmsa1,Pac-Man (Ms. Pac-Man Attack 1) [hb],,Ms. Pac-Man Attack 1,yes,Pac-Man,,Pac-Man,yes,no,1980,Namco / Midway,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
pacmsa2,Pac-Man (Ms. Pac-Man Attack 2) [hb],,Ms. Pac-Man Attack 2,yes,Pac-Man,,Pac-Man,yes,no,1980,Namco / Midway,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
pacmsa3,Pac-Man (Ms. Pac-Man Attack 3) [hb],,Ms. Pac-Man Attack 3,yes,Pac-Man,,Pac-Man,yes,no,1980,Namco / Midway,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
pacmsa4,Pac-Man (Ms. Pac-Man Attack 4) [hb],,Ms. Pac-Man Attack 4,yes,Pac-Man,,Pac-Man,yes,no,1980,Namco / Midway,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
pacms1,Pac-Man (Ms. Pac-Man Maze 1) [hb],,Ms. Pac-Man Maze 1,yes,Pac-Man,,Pac-Man,yes,no,1980,Namco / Midway,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
pacms2,Pac-Man (Ms. Pac-Man Maze 2) [hb],,Ms. Pac-Man Maze 2,yes,Pac-Man,,Pac-Man,yes,no,1980,Namco / Midway,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
pacms3,Pac-Man (Ms. Pac-Man Maze 3) [hb],,Ms. Pac-Man Maze 3,yes,Pac-Man,,Pac-Man,yes,no,1980,Namco / Midway,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
pacms4,Pac-Man (Ms. Pac-Man Maze 4) [hb],,Ms. Pac-Man Maze 4,yes,Pac-Man,,Pac-Man,yes,no,1980,Namco / Midway,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
pacinvis,Pac-Man (Original Inviso) [hb],,Original Inviso,yes,Pac-Man,,Pac-Man,yes,no,1980,Namco / Midway,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
pacfnt,Pac-Man (Pac-Man Font) [hb],,Pac-Man Font,yes,Pac-Man,,Pac-Man,yes,no,1980,Namco / Midway,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
pacmanp,Pac-Man (Patched) [hb],,Patched,yes,Pac-Man,,Pac-Man,yes,no,1980,Namco / Midway,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
chtpop,"Pac-Man (Popeye, Cheat) [hb]",,"Popeye, Cheat",yes,Pac-Man,,Pac-Man,yes,no,1980,Namco / Midway,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
fastpop,"Pac-Man (Popeye, Fast) [hb]",,"Popeye, Fast",yes,Pac-Man,,Pac-Man,yes,no,1980,Namco / Midway,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
pacpopey,Pac-Man (Popeye) [hb],,Popeye,yes,Pac-Man,,Pac-Man,yes,no,1980,Namco / Midway,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
pacshuf,Pac-Man (Shuffle) [hb],,Shuffle,yes,Pac-Man,,Pac-Man,yes,no,1980,Namco / Midway,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
namcosil,"Pac-Man (Sil Hack, Cheat) [hb]",,"Sil Hack, Cheat",yes,Pac-Man,,Pac-Man,yes,no,1980,Namco / Midway,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
pacspeed,Pac-Man (Speedy) [hb],,Speedy,yes,Pac-Man,,Pac-Man,yes,no,1980,Namco / Midway,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
pacwf,Pac-Man (Weird Fruit) [hb],,Weird Fruit,yes,Pac-Man,,Pac-Man,yes,no,1980,Namco / Midway,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
pacnchmp,Pac-Man &amp; Chomp Chomp,,,no,,,Pac-Man,no,no,1983,Namco,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
pm1000,Pac-Man 1000 [hb],,,yes,Pac-Man,,Pac-Man,yes,no,1980,Blue Justice,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
pm2000,Pac-Man 2000 [hb],,,yes,Pac-Man,,Pac-Man,yes,no,1980,Blue Justice,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
pm3000,Pac-Man 3000 [hb],,,yes,Pac-Man,,Pac-Man,yes,no,1980,Blue Justice,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
chtpac3d,Pac-Man 3D (Cheat) [hb],,Cheat,yes,Pac-Man,,Pac-Man,yes,no,1980,Namco / Midway,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
pacman3d,Pac-Man 3D [hb],,,yes,Pac-Man,,Pac-Man,yes,no,1980,Namco / Midway,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
pm4000p,Pac-Man 4000 Plus [hb],,,yes,Pac-Man,,Pac-Man,yes,no,1980,Blue Justice,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
pm5000p,Pac-Man 5000 Plus [hb],,,yes,Pac-Man,,Pac-Man,yes,no,1980,Blue Justice,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
pm6000,Pac-Man 6000 [hb],,,yes,Pac-Man,,Pac-Man,yes,no,1980,Blue Justice,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
pm7000,Pac-Man 7000 [hb],,,yes,Pac-Man,,Pac-Man,yes,no,1980,Blue Justice,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
pm7000p,Pac-Man 7000 Plus [hb],,,yes,Pac-Man,,Pac-Man,yes,no,1980,Blue Justice,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
pmada,Pac-Man After Dark (Alternate) [hb],,Alternate,yes,Pac-Man,,Pac-Man,yes,no,1980,Namco / Midway,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
pmad,Pac-Man After Dark [hb],,,yes,Pac-Man,,Pac-Man,yes,no,1980,Namco / Midway,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
pmad00,Pac-Man After Dark 2000 [hb],,,yes,Pac-Man,,Pac-Man,yes,no,1980,Namco / Midway,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
pmba2000,Pac-Man Babies 2000 [hb],,,yes,Pac-Man,,Pac-Man,yes,no,1980,Blue Justice,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
pmba3000,Pac-Man Babies 3000 [hb],,,yes,Pac-Man,,Pac-Man,yes,no,1980,Blue Justice,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
pmba4000,Pac-Man Babies 4000 [hb],,,yes,Pac-Man,,Pac-Man,yes,no,1980,Blue Justice,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
pmba6000,Pac-Man Babies 6000 [hb],,,yes,Pac-Man,,Pac-Man,yes,no,1980,Blue Justice,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
pmba8000,Pac-Man Babies 8000 [hb],,,yes,Pac-Man,,Pac-Man,yes,no,1980,Blue Justice,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
pmbamaz,Pac-Man Babies Maze [hb],,,yes,Pac-Man,,Pac-Man,yes,no,1980,Blue Justice,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
pmbaplus,Pac-Man Babies Plus [hb],,,yes,Pac-Man,,Pac-Man,yes,no,1980,Blue Justice,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
pmbluep,Pac-Man Blue Plus [hb],,,yes,Pac-Man,,Pac-Man,yes,no,1980,Blue Justice,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
clubpacm,Pac-Man Club- Club Lambada (AR),Argentina,,no,,,Pac-Man,no,no,1989,Miky SRL,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
pmdeluxe,Pac-Man Deluxe [hb],,,yes,Pac-Man,,Pac-Man,yes,no,1980,Blue Justice,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
pmextra,Pac-Man Extra [hb],,,yes,Pac-Man,,Pac-Man,yes,no,1980,Blue Justice,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
pmextrap,Pac-Man Extra Plus [hb],,,yes,Pac-Man,,Pac-Man,yes,no,1980,Blue Justice,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
pmfever,Pac-Man Fever [hb],,,yes,Pac-Man,,Pac-Man,yes,no,1980,Blue Justice,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
pmgrenp,Pac-Man Green Plus [hb],,,yes,Pac-Man,,Pac-Man,yes,no,1980,Blue Justice,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
pacjr1,Pac-Man Jr. (Maze 1) [hb],,Maze 1,yes,Pac-Man,,Pac-Man,yes,no,1980,Namco / Midway,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
pacjr2,Pac-Man Jr. (Maze 2) [hb],,Maze 2,yes,Pac-Man,,Pac-Man,yes,no,1980,Namco / Midway,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
pacjr3,Pac-Man Jr. (Maze 3) [hb],,Maze 3,yes,Pac-Man,,Pac-Man,yes,no,1980,Namco / Midway,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
pacjr4,Pac-Man Jr. (Maze 4) [hb],,Maze 4,yes,Pac-Man,,Pac-Man,yes,no,1980,Namco / Midway,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
pacplus,Pac-Man Plus,,,no,,,Pac-Man,yes,no,1982,Namco / Midway,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
pacipede,Pacipede [hb],,,yes,Centipede,,,yes,no,1980,Namco / Midway,Maze,,15kHz,vertical (cw),no,,2 (alternating),4-way,,1
packetman,Packetman [hb],,,yes,Pac-Man,,,yes,no,1980,Namco / Midway,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
pplusad,Pacman Plus After Dark [hb],,,yes,Pac-Man,,Pac-Man,yes,no,1980,Bally / Midway,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
,Pacmanic Miner,,,no,,,Pac-Man,no,no,1980,Jim Bagley,Platform - Climb,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
pajaroes,"Pajaro del Espacio (UniWar S, Spanish) [bl]",,"UniWar S, Spanish",yes,UniWar S,,,no,yes,1980,PSV S.A.,Shooter - Gallery,,15kHz,vertical (cw),yes,,2 (alternating),2-way horizontal,,1
pang3r1,"Pang! 3 (EU, 950511)",Europe,950511,yes,Pang! 3,Capcom CPS-1,Pang!,no,no,1995,Capcom,Ball and Paddle,,15kHz,horizontal,n/a,,2 (simultaneous),4-way,,1
pang3,"Pang! 3 (EU, 950601)",Europe,950601,no,,Capcom CPS-1,Pang!,no,no,1995,Capcom,Ball and Paddle,,15kHz,horizontal,n/a,,2 (simultaneous),4-way,,1
pang3b,Pang! 3 [bl],,,yes,Pang! 3,Capcom CPS-1,Pang!,no,yes,1995,Capcom,Ball and Paddle,,15kHz,horizontal,n/a,,2 (simultaneous),4-way,,1
pang3j,"Pang! 3- Kaitou Tachi no Karei na Gogo (JP, 920312)",Japan,920312,yes,Pang! 3,Capcom CPS-1,Pang!,no,no,1995,Capcom,Ball and Paddle,,15kHz,horizontal,n/a,,2 (simultaneous),4-way,,1
passsht16a,"Passing Shot (JP, 4P 317-0071)",World,"2 Players, FD1094 317-0080",yes,Passing Shot,Sega System 16B,,no,no,1988,Sega,Sports,,15kHz,vertical (ccw),no,,4,8-way,,4
passsht,"Passing Shot (W, 317-0080)",World,"2 Players, FD1094 317-0080",no,,Sega System 16B,,no,no,1988,Sega,Sports,,15kHz,vertical (ccw),no,,2 (simultaneous),8-way,,4
pengo,"Pengo (Set 1, Rev C)",,"Set 1, Rev C",no,,,,no,no,1982,Sega,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,1
pengo2,Pengo (Set 2),,Set 2,yes,Pengo,,,no,no,1982,Sega,Maze,,15kHz,vertical (cw),no,,2 (alternating),4-way,,1
pengo4,Pengo (Set 4),,Set 4,yes,Pengo,,,no,no,1982,Sega,Maze,,15kHz,vertical (cw),no,,2 (alternating),4-way,,1
pengo5,Pengo (Set 5),,Set 5,yes,Pengo,,,no,no,1982,Sega,Maze,,15kHz,vertical (cw),no,,2 (alternating),4-way,,1
vecpengo,Pengo (Vector) [hb],,Vector,yes,Pengo,,,yes,no,1982,T-Bone,Maze,,15kHz,vertical (cw),no,,2 (alternating),4-way,,1
pengman,Pengo Man [hb],,,yes,Pac-Man,,,yes,no,1980,Scott Lawrence,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
pkunwarj,Penguin-Kun Wars (JP),Japan,,no,,,,no,no,1985,UPL,Sports,,15kHz,horizontal,,,2 (alternating),2-way horizontal,,1
pkunwar,Penguin-Kun Wars (US),USA,,no,,,,no,no,1985,UPL,Sports,,15kHz,horizontal,n/a,,2 (alternating),2-way horizontal,,1
pestplce,Pest Place,,,no,,,,no,no,1983,,Puzzle - Platform,,15kHz,horizontal,,,2 (simultaneous),4-way,,1
phoenixt,Phoenix,,,yes,Phoenix,,,no,no,1980,Amstar,Shooter - Gallery,,15kHz,vertical (cw),no,,2 (alternating),2-way horizontal,,2
phoenix,"Phoenix (Amstar, Set 1)",,"Amstar, Set 1",no,,,,no,no,1980,Amstar,Shooter - Gallery,,15kHz,vertical (cw),yes,,2 (alternating),2-way horizontal,,2
phoenix2,"Phoenix (Amstar, Set 2)",,"Amstar, Set 2",yes,Phoenix,,,no,no,1980,Amstar,Shooter - Gallery,,15kHz,vertical (cw),no,,2 (alternating),2-way horizontal,,2
phoenixass,"Phoenix (Assa, Spanish) [bl]",,"Assa, Spanish",yes,Phoenix,,,no,yes,1981,Amstar,Shooter - Gallery,,15kHz,vertical (cw),no,,2 (alternating),2-way horizontal,,2
phoenixa,"Phoenix (Centuri, Set 1)",,"Centuri, Set 1",yes,Phoenix,,,no,no,1980,Amstar,Shooter - Gallery,,15kHz,vertical (cw),no,,2 (alternating),2-way horizontal,,2
phoenixb,"Phoenix (Centuri, Set 2)",,"Centuri, Set 2",yes,Phoenix,,,no,no,1980,Amstar,Shooter - Gallery,,15kHz,vertical (cw),no,,2 (alternating),2-way horizontal,,2
