setname,name,region,version,alternative,parent_title,platform,series,homebrew,bootleg,year,manufacturer,category,linebreak1,resolution,rotation,flip,linebreak2,players,move_inputs,special_controls,num_buttons
sf2red,Street Fighter II'- Champion Edition (Red Wave) [bl],World,Red Wave,yes,Street Fighter II,Capcom CPS-1,Street Fighter,no,yes,1992,Capcom,Fighter - Versus,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,,6
sf2redp2,Street Fighter II'- Champion Edition (Red Wave Pt. II) [bl],World,Red Wave Pt. II,yes,Street Fighter II,Capcom CPS-1,Street Fighter,no,yes,1992,Capcom,Fighter - Versus,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,,6
sf2ua,"Street Fighter II- The Warrior (US, 910206)",USA,910206,yes,Street Fighter II,Capcom CPS-1,Street Fighter,no,no,1991,Capcom,Fighter - Versus,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,,6
sf2ub,"Street Fighter II- The Warrior (US, 910214)",USA,910214,yes,Street Fighter II,Capcom CPS-1,Street Fighter,no,no,1991,Capcom,Fighter - Versus,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,,6
sf2uc,"Street Fighter II- The Warrior (US, 910306)",USA,910306,yes,Street Fighter II,Capcom CPS-1,Street Fighter,no,no,1991,Capcom,Fighter - Versus,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,,6
sf2ud,"Street Fighter II- The Warrior (US, 910318)",USA,910318,yes,Street Fighter II,Capcom CPS-1,Street Fighter,no,no,1991,Capcom,Fighter - Versus,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,,6
sf2uf,"Street Fighter II- The Warrior (US, 910411)",USA,910411,yes,Street Fighter II,Capcom CPS-1,Street Fighter,no,no,1991,Capcom,Fighter - Versus,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,,6
sf2ug,"Street Fighter II- The Warrior (US, 910522, Rev G)",USA,"910522, Rev G",yes,Street Fighter II,Capcom CPS-1,Street Fighter,no,no,1991,Capcom,Fighter - Versus,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,,6
sf2uh,"Street Fighter II- The Warrior (US, 910522, Rev H)",USA,"910522, Rev H",yes,Street Fighter II,Capcom CPS-1,Street Fighter,no,no,1991,Capcom,Fighter - Versus,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,,6
sf2ui,"Street Fighter II- The Warrior (US, 910522, Rev I)",USA,"910522, Rev I",yes,Street Fighter II,Capcom CPS-1,Street Fighter,no,no,1991,Capcom,Fighter - Versus,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,,6
sf2uk,"Street Fighter II- The Warrior (US, 911101)",USA,911101,yes,Street Fighter II,Capcom CPS-1,Street Fighter,no,no,1991,Capcom,Fighter - Versus,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,,6
sf2v004,Street Fighter II'- Champion Edition [bl],World,,yes,Street Fighter II,Capcom CPS-1,Street Fighter,no,yes,1992,Capcom,Fighter - Versus,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,,6
sf2wwce,"Street Fighter II'- Champion Edition (ET, 910522)",Etc.,910522,yes,Street Fighter II,Capcom CPS-1,Street Fighter,no,no,1992,Capcom,Fighter - Versus,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,,6
sfa,"Street Fighter Alpha- Warriors' Dreams (EU, 950727)",Europe,950727,no,,Capcom CPS-2,Street Fighter,no,no,1995,Capcom,Fighter - Versus,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,6
sfa2,"Street Fighter Alpha 2 (EU, 960229)",Europe,960229,no,,Capcom CPS-2,Street Fighter,no,no,1996,Capcom,Fighter - Versus,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,6
sfa2_1,"Street Fighter Alpha 2 (EU, 960229, Training Edition) [hb]",Europe,"960229, Training Edition",yes,Street Fighter Alpha 2,Capcom CPS-2,Street Fighter,yes,no,1996,Capcom,Fighter - Versus,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,6
sfa2u,"Street Fighter Alpha 2 (US, 960430)",USA,960430,yes,Street Fighter Alpha 2,Capcom CPS-2,Street Fighter,no,no,1996,Capcom,Fighter - Versus,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,6
sfa2ur1,"Street Fighter Alpha 2 (US, 960306)",USA,960306,yes,Street Fighter Alpha 2,Capcom CPS-2,Street Fighter,no,no,1996,Capcom,Fighter - Versus,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,6
sfa3,"Street Fighter Alpha 3 (EU, 980904)",Europe,980904,no,,Capcom CPS-2,Street Fighter,no,no,1998,Capcom,Fighter - Versus,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,6
sfa3_1,"Street Fighter Zero 3 (JP, 980904, Unlocked)",Japan,"980904, Unlocked",yes,Street Fighter Zero 3,Capcom CPS-2,Street Fighter,no,no,1998,Capcom,Fighter - Versus,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,6
sfa3_2,"Street Fighter Zero 3 (JP, 980629, Training Edition v1.1) [hb]",Japan,"980629, Training Edition v1.1",yes,Street Fighter Zero 3,Capcom CPS-2,Street Fighter,yes,no,1998,Capcom,Fighter - Versus,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,6
sfa3b,"Street Fighter Alpha 3 (W, 980629)",World,980629,yes,Street Fighter Alpha 3,Capcom CPS-2,Street Fighter,no,no,1998,Capcom,Fighter - Versus,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,6
sfa3ce,"Street Fighter Alpha 3- Challenger's Edition (US, 210408)",USA,210408,yes,Street Fighter Alpha 3,Capcom CPS-2,Street Fighter,no,no,1998,Capcom,Fighter - Versus,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,6
sfa3h,"Street Fighter Alpha 3 (HS, 980904)",Hispanic,980904,yes,Street Fighter Alpha 3,Capcom CPS-2,Street Fighter,no,no,1998,Capcom,Fighter - Versus,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,6
sfa3hr1,"Street Fighter Alpha 3 (HS, 980629)",Hispanic,980629,yes,Street Fighter Alpha 3,Capcom CPS-2,Street Fighter,no,no,1998,Capcom,Fighter - Versus,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,6
sfa3u,"Street Fighter Alpha 3 (US, 980904)",USA,980904,yes,Street Fighter Alpha 3,Capcom CPS-2,Street Fighter,no,no,1998,Capcom,Fighter - Versus,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,6
sfa3ud,"Street Fighter Alpha 3 (US, Phoenix Edition)",USA,Phoenix Edition,yes,Street Fighter Alpha 3,Capcom CPS-2,Street Fighter,no,no,1998,Capcom,Fighter - Versus,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,6
sfa3ur1,"Street Fighter Alpha 3 (US, 980629)",USA,980629,yes,Street Fighter Alpha 3,Capcom CPS-2,Street Fighter,no,no,1998,Capcom,Fighter - Versus,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,6
sfa3us,"Street Fighter Alpha 3 (US, 980616, SAMPLE Version)",USA,"980616, SAMPLE Version",yes,Street Fighter Alpha 3,Capcom CPS-2,Street Fighter,no,no,1998,Capcom,Fighter - Versus,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,6
sfach,"Street Fighter Alpha- Warriors' Dreams (US, CPS Changer, 950727)",USA,"CPS Changer, 950727",no,,Capcom CPS-1,Street Fighter,no,no,1995,Capcom,Fighter - Versus,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,,6
sfad,"Street Fighter Alpha- Warriors' Dreams (EU, Phoenix Edition)",Europe,Phoenix Edition,yes,Street Fighter Alpha- Warriors' Dreams,Capcom CPS-2,Street Fighter,no,yes,1995,Capcom,Fighter - Versus,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,6
sfan,"Street Fighter (W, Pneumatic Buttons)",World,Pneumatic Buttons,yes,Street Fighter,Capcom CPS-0,Street Fighter,no,no,1987,Capcom,Fighter - Versus,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,,6
sfar1,"Street Fighter Alpha- Warriors' Dreams (EU, 950718)",Europe,950718,yes,Street Fighter Alpha- Warriors' Dreams,Capcom CPS-2,Street Fighter,no,no,1995,Capcom,Fighter - Versus,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,6
sfar2,"Street Fighter Alpha- Warriors' Dreams (EU, 950627)",Europe,950627,yes,Street Fighter Alpha- Warriors' Dreams,Capcom CPS-2,Street Fighter,no,no,1995,Capcom,Fighter - Versus,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,6
sfar3,"Street Fighter Alpha- Warriors' Dreams (EU, 950605)",Europe,950605,yes,Street Fighter Alpha- Warriors' Dreams,Capcom CPS-2,Street Fighter,no,no,1995,Capcom,Fighter - Versus,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,6
sfau,"Street Fighter Alpha- Warriors' Dreams (US, 950627)",USA,950627,yes,Street Fighter Alpha- Warriors' Dreams,Capcom CPS-2,Street Fighter,no,no,1995,Capcom,Fighter - Versus,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,6
sfj,"Street Fighter (JP, Protected)",Japan,Protected,yes,Street Fighter,Capcom CPS-0,Street Fighter,no,no,1987,Capcom,Fighter - Versus,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,,6
sfjan,"Street Fighter (JP, Pneumatic Buttons)",Japan,Pneumatic Buttons,yes,Street Fighter,Capcom CPS-0,Street Fighter,no,no,1987,Capcom,Fighter - Versus,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,,6
sfjbl,Street Fighter (JP) [bl],Japan,bootleg,yes,Street Fighter,Capcom CPS-0,Street Fighter,no,no,1987,Capcom,Fighter - Versus,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,,6
sfp,Street Fighter (Prototype),World,Prototype,yes,Street Fighter,Capcom CPS-0,Street Fighter,no,no,1987,Capcom,Fighter - Versus,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,,6
sfua,"Street Fighter (US, Protected, Set 2)",USA,"Protected, Set 2",yes,Street Fighter,Capcom CPS-0,Street Fighter,no,no,1987,Capcom,Fighter - Versus,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,,6
sfw,"Street Fighter (W, Protected)",World,Protected,yes,Street Fighter,Capcom CPS-0,Street Fighter,no,no,1987,Capcom,Fighter - Versus,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,,6
sfz2a,"Street Fighter Zero 2 (AS, 960227)",Asia,960227,yes,Street Fighter Zero 2,Capcom CPS-2,Street Fighter,no,no,1996,Capcom,Fighter - Versus,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,6
sfz2ad,"Street Fighter Zero 2 (AS, Phoenix Edition)",Asia,Phoenix Edition,yes,Street Fighter Alpha 2,Capcom CPS-2,Street Fighter,no,yes,1996,Capcom,Fighter - Versus,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,6
sfz2al,"Street Fighter Zero 2 (AS, 960826)",Asia,960826,yes,Street Fighter Zero 2,Capcom CPS-2,Street Fighter,no,no,1996,Capcom,Fighter - Versus,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,6
sfz2alr1,"Street Fighter Zero 2 Alpha (AS, 960805)",Asia,960826,yes,Street Fighter Zero 2,Capcom CPS-2,Street Fighter,no,no,1996,Capcom,Fighter - Versus,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,6
sfz2al_1,"Street Fighter Zero 2 Alpha (AS, 960826, Unlocked)",Asia,"960826, Unlocked",yes,Street Fighter Zero 2,Capcom CPS-2,Street Fighter,no,no,1996,Capcom,Fighter - Versus,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,6
sfz2al_3,"Street Fighter Zero 2 Alpha (JP, 960805, Unlocked)",Japan,"960805, Unlocked",yes,Street Fighter Zero 2,Capcom CPS-2,Street Fighter,no,no,1996,Capcom,Fighter - Versus,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,6
sfz2alb,"Street Fighter Zero 2 (W, 960813)",World,960813,yes,Street Fighter Zero 2,Capcom CPS-2,Street Fighter,no,no,1996,Capcom,Fighter - Versus,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,6
sfz2ald,"Street Fighter Zero 2 Alpha (AS, Phoenix Edition)",Asia,Phoenix Edition,yes,Street Fighter Zero 2,Capcom CPS-2,Street Fighter,no,no,1996,Capcom,Fighter - Versus,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,6
sfz2alh,"Street Fighter Zero 2 (HS, 960813)",Hispanic,960813,yes,Street Fighter Zero 2,Capcom CPS-2,Street Fighter,no,no,1996,Capcom,Fighter - Versus,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,6
sfz2alj,"Street Fighter Zero 2 (JP, 960805)",Japan,960805,yes,Street Fighter Zero 2,Capcom CPS-2,Street Fighter,no,no,1996,Capcom,Fighter - Versus,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,6
sfz2b,"Street Fighter Zero 2 (W, 960531)",World,960531,yes,Street Fighter Zero 2,Capcom CPS-2,Street Fighter,no,no,1996,Capcom,Fighter - Versus,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,6
sfz2br1,"Street Fighter Zero 2 (W, 960304)",World,960304,yes,Street Fighter Zero 2,Capcom CPS-2,Street Fighter,no,no,1996,Capcom,Fighter - Versus,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,6
sfz2h,"Street Fighter Zero 2 (HS, 960304)",Hispanic,960304,yes,Street Fighter Zero 2,Capcom CPS-2,Street Fighter,no,no,1996,Capcom,Fighter - Versus,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,6
sfz2j,"Street Fighter Zero 2 (JP, 960430)",Japan,960430,yes,Street Fighter Zero 2,Capcom CPS-2,Street Fighter,no,no,1996,Capcom,Fighter - Versus,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,6
sfz2jd,"Street Fighter Zero 2 (JP, Phoenix Edition)",Japan,Phoenix Edition,yes,Street Fighter Alpha 2,Capcom CPS-2,Street Fighter,no,yes,1996,Capcom,Fighter - Versus,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,6
sfz2jr1,"Street Fighter Zero 2 (JP, 960227)",Japan,960227,yes,Street Fighter Zero 2,Capcom CPS-2,Street Fighter,no,no,1996,Capcom,Fighter - Versus,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,6
sfz2n,"Street Fighter Zero 2 (W, 960229)",World,960229,yes,Street Fighter Zero 2,Capcom CPS-2,Street Fighter,no,no,1996,Capcom,Fighter - Versus,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,6
sfz3a,"Street Fighter Zero 3 (AS, 980904)",Asia,980904,yes,Street Fighter Zero 3,Capcom CPS-2,Street Fighter,no,no,1998,Capcom,Fighter - Versus,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,6
sfz3ar1,"Street Fighter Zero 3 (AS, 980701)",Asia,980701,yes,Street Fighter Zero 3,Capcom CPS-2,Street Fighter,no,no,1998,Capcom,Fighter - Versus,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,6
sfz3ce,"Street Fighter Zero 3 Challenger's Edition (US, 980904)",USA,980904,yes,Street Fighter Zero 3,Capcom CPS-2,Street Fighter,no,no,1998,Capcom,Fighter - Versus,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,6
sfz3j,"Street Fighter Zero 3 (JP, 980904)",Japan,980904,yes,Street Fighter Zero 3,Capcom CPS-2,Street Fighter,no,no,1998,Capcom,Fighter - Versus,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,6
sfz3jr1,"Street Fighter Zero 3 (JP, 980727)",Japan,980727,yes,Street Fighter Zero 3,Capcom CPS-2,Street Fighter,no,no,1998,Capcom,Fighter - Versus,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,6
sfz3jr2,"Street Fighter Zero 3 (JP, 980629)",Japan,980629,yes,Street Fighter Zero 3,Capcom CPS-2,Street Fighter,no,no,1998,Capcom,Fighter - Versus,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,6
sfz3jr2d,"Street Fighter Zero 3 (JP, Phoenix Edition)",Japan,Phoenix Edition,yes,Street Fighter Zero 3,Capcom CPS-2,Street Fighter,no,yes,1998,Capcom,Fighter - Versus,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,6
sfza,"Street Fighter Zero (AS, 950627)",Asia,950627,yes,Street Fighter Zero,Capcom CPS-2,Street Fighter,no,no,1995,Capcom,Fighter - Versus,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,6
sfzar1,"Street Fighter Zero (AS, 950605)",Asia,950605,yes,Street Fighter Zero,Capcom CPS-2,Street Fighter,no,no,1995,Capcom,Fighter - Versus,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,6
sfzb,"Street Fighter Zero (W, 951109)",World,951109,yes,Street Fighter Zero,Capcom CPS-2,Street Fighter,no,no,1995,Capcom,Fighter - Versus,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,6
sfzbch,"Street Fighter Zero (BR, CPS Changer, 950727)",Brazil,"CPS Changer, 950727",yes,Street Fighter Zero,Capcom CPS-1,Street Fighter,no,no,1995,Capcom,Fighter - Versus,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,,6
sfzbr1,"Street Fighter Zero (W, 950727)",World,950727,yes,Street Fighter Zero,Capcom CPS-2,Street Fighter,no,no,1995,Capcom,Fighter - Versus,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,6
sfzch,"Street Fighter Zero (JP, CPS Changer, 951020)",Japan,"CPS Changer, 951020",yes,Street Fighter Zero,Capcom CPS-1,Street Fighter,no,no,1995,Capcom,Fighter - Versus,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,,6
sfzch_cps15,Street Fighter Zero (CPS 1.5 Qsound) [hb],World,CPS 1.5 Qsound,yes,Street Fighter Zero,Capcom CPS-1.5,Street Fighter,yes,no,1995,Capcom,Fighter - Versus,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,,6
sfzh,"Street Fighter Zero (HS, 950718)",Hispanic,950718,yes,Street Fighter Zero,Capcom CPS-2,Street Fighter,no,no,1995,Capcom,Fighter - Versus,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,6
sfzhr1,"Street Fighter Zero (HS, 950627)",Hispanic,950627,yes,Street Fighter Zero,Capcom CPS-2,Street Fighter,no,no,1995,Capcom,Fighter - Versus,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,6
sfzj,"Street Fighter Zero (JP, 950727)",Japan,950727,yes,Street Fighter Zero,Capcom CPS-2,Street Fighter,no,no,1995,Capcom,Fighter - Versus,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,6
sfzjr1,"Street Fighter Zero (JP, 950627)",Japan,950627,yes,Street Fighter Zero,Capcom CPS-2,Street Fighter,no,no,1995,Capcom,Fighter - Versus,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,6
sfzjr2,"Street Fighter Zero (JP, 950605)",Japan,950605,yes,Street Fighter Zero,Capcom CPS-2,Street Fighter,no,no,1995,Capcom,Fighter - Versus,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,6
sgemf,"Super Gem Fighter- Mini Mix (US, 970904)",USA,970904,no,,Capcom CPS-2,Street Fighter,no,no,1997,Capcom,Fighter - Versus,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,3
sgemfa,"Super Gem Fighter- Mini Mix (AS, 970904)",Asia,970904,yes,Super Gem Fighter- Mini Mix,Capcom CPS-2,Street Fighter,no,no,1997,Capcom,Fighter - Versus,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,3
sgemfd,"Super Gem Fighter- Mini Mix (US, Phoenix Edition)",USA,Phoenix Edition,yes,,Capcom CPS-2,Street Fighter,no,yes,1997,Capcom,Fighter - Versus,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,3
sgemfh,"Super Gem Fighter- Mini Mix (HS, 970904)",Hispanic,970904,yes,Super Gem Fighter- Mini Mix,Capcom CPS-2,Street Fighter,no,no,1997,Capcom,Fighter - Versus,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,3
shangon,Super Hang-On (sitdown - upright) (unprotected),World,,no,,Sega Out Run hardware,Hang-On,no,no,1987,Sega,Driving - Motorbike,,15kHz,horizontal,,,1,Wheel,,3
shangon1,Super Hang-On (mini ride-on),World,,yes,Super Hang-On,Sega Out Run hardware,Hang-On,no,no,1987,Sega,Driving - Motorbike,,15kHz,horizontal,,,1,Wheel,,3
shangon2,"Super Hang-On (mini ride-on, Rev A)",World,,yes,Super Hang-On,Sega Out Run hardware,Hang-On,no,no,1987,Sega,Driving - Motorbike,,15kHz,horizontal,,,1,Wheel,,3
shangon3d,Super Hang-On (sitdown - upright) [bl],World,bootleg of FD1089B 317-0034 set,yes,Super Hang-On,Sega Out Run hardware,Hang-On,no,yes,1987,Sega,Driving - Motorbike,,15kHz,horizontal,,,1,Wheel,,3
shangon3,Super Hang-On (sitdown - upright),World,,yes,Super Hang-On,Sega Out Run hardware,Hang-On,no,no,1987,Sega,Driving - Motorbike,,15kHz,horizontal,,,1,Wheel,,3
shangonle,Limited Edition Hang-On,World,,no,Super Hang-On,Sega Out Run hardware,Hang-On,no,no,1987,Sega,Driving - Motorbike,,15kHz,horizontal,,,1,Wheel,,3
shangon3,Super Hang-On (sitdown - upright) [bl],World,,yes,Super Hang-On,Sega Out Run hardware,Hang-On,no,yes,1987,Sega,Driving - Motorbike,,15kHz,horizontal,,,1,Wheel,,3
shaolinb,Shao-lin's Road (set 2),World,,yes,,Konami 6809 based,,no,no,1985,Konami,Platform - Fighter,,15kHz,vertical (cw),,,2 (alternating),4-way,,2
shaolins,Shao-lin's Road (set 1),World,,yes,,Konami 6809 based,,no,no,1985,Konami,Platform - Fighter,,15kHz,vertical (cw),,,2 (alternating),4-way,,2
shinobi,"Shinobi (W, S16A, Set 6)",World,"S16A, Set 6, No Protection",no,Shinobi,Sega System 16,Shinobi,no,no,1987,Sega,Platform - Fighter Scrolling,,15kHz,horizontal,n-a,,2 (alternating),8-way,,3
shinobi1,"Shinobi (W, S16A, Set 1)",World,"S16B, Set 1",yes,Shinobi,Sega System 16,Shinobi,no,no,1987,Sega,Platform - Fighter Scrolling,,15kHz,horizontal,n-a,,2 (alternating),8-way,,3
shinobi2,"Shinobi (W, S16B, Set 2)",World,"S16B, Set 2",yes,Shinobi,Sega System 16,Shinobi,no,no,1987,Sega,Platform - Fighter Scrolling,,15kHz,horizontal,n-a,,2 (alternating),8-way,,3
shinobi3,"Shinobi (W, S16B, Set 3)",World,"S16B, Set 3",yes,Shinobi,Sega System 16,Shinobi,no,no,1987,Sega,Platform - Fighter Scrolling,,15kHz,horizontal,n-a,,2 (alternating),8-way,,3
shinobi4,"Shinobi (W, S16B, Set 4)",World,"S16B, Set 4",yes,Shinobi,Sega System 16,Shinobi,no,no,1987,Sega,Platform - Fighter Scrolling,,15kHz,horizontal,n-a,,2 (alternating),8-way,,3
shinobi5,"Shinobi (W, S16B, Set 5) No Protection",World,"S16B, Set 5, No Protection",yes,Shinobi,Sega System 16,Shinobi,no,no,1987,Sega,Platform - Fighter Scrolling,,15kHz,horizontal,n-a,,2 (alternating),8-way,,3
shinobi6,"Shinobi (W, S16B, Set 6), No Protection",World,"S16B, Set 6, No Protection",no,Shinobi,Sega System 16,Shinobi,no,no,1987,Sega,Platform - Fighter Scrolling,,15kHz,horizontal,n-a,,2 (alternating),8-way,,3
shippumd,Shippu Mahou Daisakusen (JP),Japan,,yes,Kingdom Grandprix,Toaplan 2,,no,no,1994,Raizing - Eighting,Shooter - Flying Vertical,,15kHz,vertical (ccw),yes,,2 (simultaneous),8-way,,3
shollow,Satan's Hollow (Set 1),World,Set 1,no,,Midway MCR2,,no,no,1983,Bally - Midway,Shooter - Gallery,,15kHz,vertical (cw),no,,2 (alternating),2-way horizontal,,2
shollow2,Satan's Hollow (Set 2),World,Set 2,yes,Satan's Hollow,Midway MCR2,,no,no,1981,Bally - Midway,Shooter - Gallery,,15kHz,vertical (cw),no,,2 (alternating),2-way horizontal,,2
shtrider,Shot Rider (B-Board 89624B-1),World,B-Board 89624B-1,no,,Irem M52,,no,no,1983,Capcom,Driving - Motorbike,,15kHz,vertical (ccw),yes,,2 (alternating),8-way,,
shtron,Satan's Hollow (Tron Hardware) [bl],World,Tron Hardware,yes,Tron,Midway MCR3,,no,yes,1983,Bally - Midway,MultiGame - Mini-Games,,15kHz,vertical (cw),no,,2 (alternating),2-way horizontal,,2
shuffle,Shuffleboard,World,,no,,Midway 8080,,no,no,1978,Midway,Sports - Shuffleboard,,15kHz,vertical (cw),yes,,1,,trackball,1
shuttlei,Shuttle Invader,World,,no,,Midway 8080,,no,no,1979,"Omori Electric Co., Ltd.",Shooter - Gallery,,15kHz,vertical (ccw),yes,,2 (alternating),2-way horizontal,,1
sidearms,Side Arms- Hyper Dyne (W),World,861129,no,Side Arms,Capcom CPS-0,,no,no,1986,Capcom,Shooter - Flying Horizontal,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,,3
sidearmsj,Side Arms- Hyper Dyne (JP),Japan,861128,yes,Side Arms,Capcom CPS-0,,no,no,1986,Capcom,Shooter - Flying Horizontal,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,,3
sidearmsu,"Side Arms- Hyper Dyne (US, 861202)",USA,861202,yes,Side Arms,Capcom CPS-0,,no,no,1986,Capcom,Shooter - Flying Horizontal,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,,3
sidearmsur1,"Side Arms- Hyper Dyne (US, 861128)",USA,861128,yes,Side Arms,Capcom CPS-0,,no,no,1986,Capcom,Shooter - Flying Horizontal,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,,3
silkworm,Silk Worm,World,,no,Silk Worm,Tecmo hardware,Silk Worm,no,no,1988,Tecmo,Shooter - Misc. Horizontal,,15kHz,horizontal,,,2 (simultaneous),8-way,,3
silkwormb,Silk Worm (Set 1) [bl],World,"bootleg, set 1",yes,Silk Worm,Tecmo hardware,Silk Worm,no,yes,1988,Tecmo,Shooter - Misc. Horizontal,,15kHz,horizontal,,,2 (simultaneous),8-way,,3
silkwormb2,Silk Worm (Set 2) [bl],World,"bootleg, set 2",yes,Silk Worm,Tecmo hardware,Silk Worm,no,yes,1988,Tecmo,Shooter - Misc. Horizontal,,15kHz,horizontal,,,2 (simultaneous),8-way,,3
silkwormj,Silk Worm (JP),Japan,,yes,Silk Worm,Tecmo hardware,Silk Worm,no,no,1988,Tecmo,Shooter - Misc. Horizontal,,15kHz,horizontal,,,2 (simultaneous),8-way,,3
silkwormp,Silk Worm (Prototype),World,prototype,yes,Silk Worm,Tecmo hardware,Silk Worm,no,no,1988,Tecmo,Shooter - Misc. Horizontal,,15kHz,horizontal,,,2 (simultaneous),8-way,,3
silvland,Silver Land,World,,no,,Taito Unique,,no,no,1981,Falcon,Sports - Skiing,,15kHz,horizontal,,,2 (alternating),2-way horizontal,,1
sinistar,Sinistar,World,,no,,Williams 1st Generation,,no,no,1982,Williams,Shooter - Field,,15kHz,vertical (ccw),no,,1,,optical stick,1
sinistar1,Sinistar (Prototype),World,Prototype,yes,Sinistar,Williams 1st Generation,,no,no,1982,Williams,Shooter - Field,,15kHz,vertical (ccw),no,,1,8-way,,1
