setname,name,region,version,alternative,parent_title,platform,series,homebrew,bootleg,year,manufacturer,category,linebreak1,resolution,rotation,flip,linebreak2,players,move_inputs,special_controls,num_buttons
msword,"Magic Sword- Heroic Fantasy (W, 900725)",World,900725,no,,Capcom CPS-1,,no,no,1990,Capcom,Platform,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,,3
mswordj,"Magic Sword- Heroic Fantasy (JP, 900623)",Japan,900623,yes,Magic Sword,Capcom CPS-1,,no,no,1990,Capcom,Platform,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,,3
mswordr1,"Magic Sword- Heroic Fantasy (W, 900623)",World,900623,yes,Magic Sword,Capcom CPS-1,,no,no,1990,Capcom,Platform,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,,3
mswordu,"Magic Sword- Heroic Fantasy (US, 900715)",USA,900715,yes,Magic Sword,Capcom CPS-1,,no,no,1990,Capcom,Platform,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,,3
mtwins,"Mega Twins (W, 900619)",World,900619,no,,Capcom CPS-1,Mega Twins,no,no,1990,Capcom,Platform,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,,3
mvp,"MVP (US, Set 2) (317-0143)",USA,"Set 2, FD1094 317-0143",no,MVP,Sega System 16,,no,no,1989,Sega,Sports,,15kHz,horizontal,,,2 (simultaneous),8-way,,3
mvpj,"MVP (JP, Set 1) (317-0142)",Japan,"Set 1, FD1094 317-0142",yes,MVP,Sega System 16,,no,no,1989,Sega,Sports,,15kHz,horizontal,,,2 (simultaneous),8-way,,3
mvsc,"Marvel Vs. Capcom- Clash of Super Heroes (EU, 980123)",Europe,980123,no,,Capcom CPS-2,Marvel - Capcom,no,no,1998,Capcom,Fighting,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,6
mvsc_1,"Marvel Vs. Capcom- Clash of Super Heroes (JP, 980112, Onslaught Edition) [hb]",Japan,"980112, Onslaught Edition",yes,Marvel Vs. Capcom- Clash of Super Heroes,Capcom CPS-2,Marvel - Capcom,yes,no,1998,Capcom,Fighting,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,6
mvsc_2,"Marvel Vs. Capcom- Clash of Super Heroes (US, 980112, Onslaught Edition) [hb]",USA,"980112, Onslaught Edition",yes,Marvel Vs. Capcom- Clash of Super Heroes,Capcom CPS-2,Marvel - Capcom,yes,no,1998,Capcom,Fighting,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,6
mvsc_3,"Marvel Vs. Capcom- Clash of Super Heroes (JP, 980123, Unlocked)",Japan,"980123, Unlocked",yes,Marvel Vs. Capcom- Clash of Super Heroes,Capcom CPS-2,Marvel - Capcom,no,no,1998,Capcom,Fighting,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,6
mvsc_4,"Marvel Vs. Capcom- Clash of Super Heroes (US, 980123, Unlocked)",USA,"980123, Unlocked",yes,Marvel Vs. Capcom- Clash of Super Heroes,Capcom CPS-2,Marvel - Capcom,no,no,1998,Capcom,Fighting,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,6
mvsca,"Marvel Vs. Capcom- Clash of Super Heroes (AS, 980123)",Asia,980123,yes,Marvel Vs. Capcom- Clash of Super Heroes,Capcom CPS-2,Marvel - Capcom,no,no,1998,Capcom,Fighting,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,6
mvscar1,"Marvel Vs. Capcom- Clash of Super Heroes (AS, 980112)",Asia,980112,yes,Marvel Vs. Capcom- Clash of Super Heroes,Capcom CPS-2,Marvel - Capcom,no,no,1998,Capcom,Fighting,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,6
mvscb,Marvel Vs. Capcom: Clash of Super Heroes (Brazil 980123),Brazil,980112,yes,Marvel Vs. Capcom- Clash of Super Heroes,Capcom CPS-2,Marvel - Capcom,yes,no,1998,Capcom,Fighting,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,6
mvsch,"Marvel Vs. Capcom- Clash of Super Heroes (HS, 980123)",Hispanic,980123,yes,Marvel Vs. Capcom- Clash of Super Heroes,Capcom CPS-2,Marvel - Capcom,no,no,1998,Capcom,Fighting,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,6
mvscj,"Marvel Vs. Capcom- Clash of Super Heroes (JP, 980123)",Japan,980123,yes,Marvel Vs. Capcom- Clash of Super Heroes,Capcom CPS-2,Marvel - Capcom,no,no,1998,Capcom,Fighting,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,6
mvscjr1,"Marvel Vs. Capcom- Clash of Super Heroes (JP, 980112)",Japan,980112,yes,Marvel Vs. Capcom- Clash of Super Heroes,Capcom CPS-2,Marvel - Capcom,no,no,1998,Capcom,Fighting,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,6
mvscjsing,"Marvel Vs. Capcom- Clash of Super Heroes (JP, 980123, Single PCB)",Japan,"980123, Single PCB",yes,Marvel Vs. Capcom- Clash of Super Heroes,Capcom CPS-2,Marvel - Capcom,no,no,1998,Capcom,Fighting,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,6
mvscr1,"Marvel Vs. Capcom- Clash of Super Heroes (EU, 980112)",Europe,980112,yes,Marvel Vs. Capcom- Clash of Super Heroes,Capcom CPS-2,Marvel - Capcom,no,no,1998,Capcom,Fighting,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,6
mvscu,"Marvel Vs. Capcom- Clash of Super Heroes (US, 980123)",USA,980123,yes,Marvel Vs. Capcom- Clash of Super Heroes,Capcom CPS-2,Marvel - Capcom,no,no,1998,Capcom,Fighting,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,6
mvscud,"Marvel Vs. Capcom: Clash of Super Heroes (US, Phoenix Edition)",USA,Phoenix Edition,yes,Marvel Vs. Capcom- Clash of Super Heroes,Capcom CPS-2,Marvel - Capcom,yes,no,1998,Capcom,Fighting,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,6
mvscur1,"Marvel Vs. Capcom- Clash of Super Heroes (US, 971222)",USA,971222,yes,Marvel Vs. Capcom- Clash of Super Heroes,Capcom CPS-2,Marvel - Capcom,no,no,1998,Capcom,Fighting,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,6
mx5000,MX5000,World,,no,,Konami 6309 based,,no,no,1987,Konami,Shooter - Vertical,,15kHz,vertical (cw),,,2 (alternating),8-way,,
myhero,"My Hero (US, not Encrypted)",USA,not Encrypted,no,,Sega System 1,,no,no,1985,Sega,Platform,,15kHz,horizontal,,,2 (alternating),8-way,,2
mysticm,Mystic Marathon,World,,no,Mystic Marathon,Williams 2nd Generation,,no,no,1983,Williams,Sports,,15kHz,horizontal,,,2 (alternating),,,
mysticmp,Mystic Marathon (Prototype),World,,yes,Mystic Marathon,Williams 2nd Generation,,no,no,1983,Williams,Sports,,15kHz,horizontal,,,2 (alternating),,,
mysticri,Mystic Riders (World),World,,no,Mystic Riders,Irem M92,Mystic Riders,no,no,1992,Irem,Shooter - Horizontal,,15kHz,horizontal,,,2 (simultaneous),8-way,,2
nadkong,Naked Donkey Kong [hb],,,yes,Donkey Kong,Donkey Kong hardware,Donkey Kong,yes,no,1981,Nintendo,Platform - Climb,,15kHz,vertical (cw),no,,2 (alternating),4-way,,1
namcosil,"Pac-Man (Sil Hack, Cheat) [hb]",,"Sil Hack, Cheat",yes,Pac-Man,Namco Pac-Man hardware,Pac-Man,yes,no,1980,Namco - Midway,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
nbbatman,Ninja Baseball Bat Man (World),World,,no,Ninja Baseball Bat Man,Irem M92,Ninja Baseball Bat Man,no,no,1993,Irem,Fighter,,15kHz,horizontal,,,4 (simultaneous),8-way,,2
nbbatmanu,Ninja Baseball Bat Man (US),USA,,yes,Ninja Baseball Bat Man,Irem M92,Ninja Baseball Bat Man,no,no,1993,Irem,Fighter,,15kHz,horizontal,,,4 (simultaneous),8-way,,2
nemesis,Nemesis (ROM version),World,,no,Nemesis,GX400,,no,no,1985,Konami,Shooter - Horizontal,,15kHz,horizontal,,,2 (alternating),8-way,,3
nemesisuk,"Nemesis World, ROM version",World,,no,Nemesis,GX400,,no,no,1985,Konami,Shooter - Horizontal,,15kHz,horizontal,,,2 (alternating),8-way,,3
nemo,"Nemo (W, 901130)",World,901130,no,,Capcom CPS-1,,no,no,1990,Capcom,Platform,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,,3
nemoj,"Nemo (JP, 901120)",Japan,901120,yes,Nemo,Capcom CPS-1,,no,no,1990,Capcom,Platform,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,,3
nemor1,"Nemo (W, 901109)",World,901109,yes,Nemo,Capcom CPS-1,,no,no,1990,Capcom,Platform,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,,3
newpuck2,New Puck 2 [hb],,,yes,Pac-Man,Namco Pac-Man hardware,Pac-Man,yes,no,1980,Sir Scotty,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
newpuck3,New Puck 3 [hb],,,yes,Pac-Man,Namco Pac-Man hardware,Pac-Man,yes,no,1980,Marcel Silvius,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
newpuckx,New Puck X,,,yes,Pac-Man,Namco Pac-Man hardware,Pac-Man,no,no,1980,hack,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
nextfase,Next Fase (Phoenix) [bl],,Phoenix,yes,Phoenix,Taito Unique,,no,yes,1981,Petaco S.A.,Shooter - Gallery,,15kHz,vertical (cw),yes,,2 (alternating),2-way horizontal,,1
ninjakun,Ninjakun Majou no Bouken,,,no,,Taito Unique,,no,no,1984,UPL - Taito,Platform - Climb,,15kHz,horizontal,,,2 (alternating),2-way horizontal,,2
nobb,Noboranka (Bootleg),,,no,,Sega System 1,,no,no,1986,Sega,Run 'n' Gun - Vertical,,15kHz,vertical (ccw),no,,2 (alternating),8-way,,2
nomnlnd,No Man's Land,,,no,,Universal Cosmic hardware,,no,no,1980,Universal,,,15kHz,vertical (cw),,,2 (alternating),8-way,,1
nova2001,Nova 2001,World,,no,Nova 2001,Taito Unique,Nova 2001,no,no,1984,UPL - Taito,Platform - Climb,,15kHz,horizontal,,,2 (alternating),2-way horizontal,,2
nova2001h,Nova 2001 (Hack),World,,no,Nova 2001,Taito Unique,Nova 2001,no,no,1984,UPL - Taito,Platform - Climb,,15kHz,horizontal,,,2 (alternating),2-way horizontal,,2
nrallyx,New Rally-X,,,no,Rally-X,Namco Pac-Man hardware,Rally-X,no,no,1981,Namco,Racing,,15kHz,horizontal,,,2 (alternating),4-way,,1
nrallyxb,New Rally-X [bl],,,yes,Rally-X,Namco Pac-Man hardware,Rally-X,no,yes,1981,Namco,Racing,,15kHz,horizontal,,,2 (alternating),8-way,,1
nspiritj,Ninja Spirit (Japan),Japan,,no,Ninja Spirit,Irem M72,,no,no,1989,Irem,Shooter,,15kHz,horizontal,,,2 (simultaneous),8-way,,2
numcrash,Number Crash,,Set 1,no,,Namco Pac-Man hardware,Pac-Man,no,no,1980,Hanshin Goraku - Peni,Platform,,15kHz,vertical (cw),no,,1,4-way,,
nwarr,"Night Warriors- Darkstalkers' Revenge (EU, 950316)",Europe,950316,no,,Capcom CPS-2,Darkstalkers,no,no,1995,Capcom,Fighting,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,6
nwarra,"Night Warriors- Darkstalkers' Revenge (AS, 950302)",Asia,950302,yes,Night Warriors- Darkstalkers' Revenge,Capcom CPS-2,Darkstalkers,no,no,1995,Capcom,Fighting,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,6
nwarrb,"Night Warriors- Darkstalkers' Revenge (W, 950403)",World,950403,yes,Night Warriors- Darkstalkers' Revenge,Capcom CPS-2,Darkstalkers,no,no,1995,Capcom,Fighting,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,6
nwarrh,"Night Warriors- Darkstalkers' Revenge (HS, 950403)",Hispanic,950403,yes,Night Warriors- Darkstalkers' Revenge,Capcom CPS-2,Darkstalkers,no,no,1995,Capcom,Fighting,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,6
nwarru,"Night Warriors- Darkstalkers' Revenge (US, 950406)",USA,950406,yes,Night Warriors- Darkstalkers' Revenge,Capcom CPS-2,Darkstalkers,no,no,1995,Capcom,Fighting,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,6
nwarrud,"Night Warriors- Darkstalkers' Revenge (US, Phoenix Edition)",USA,Phoenix Edition,yes,Night Warriors- Darkstalkers' Revenge,Capcom CPS-2,Darkstalkers,no,no,1995,Capcom,Fighting,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,6
nwpuc2b,New Puck 2 (Set 2) [hb],,Set 2,yes,Pac-Man,Namco Pac-Man hardware,Pac-Man,yes,no,1980,Linear Elect,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
offender,Offender [hb],,,yes,Scramble,Konami Scramble based,,yes,no,1981,Konami,Shooter - Horizontal,,15kHz,vertical (cw),no,,2 (alternating),8-way,,2
offensiv,"Offensive (Scramble, Spanish) [bl]",Spain,"Scramble, Spanish",yes,Scramble,Konami Scramble based,,no,yes,1981,Konami,Shooter - Horizontal,,15kHz,vertical (cw),no,,2 (alternating),8-way,,2
omegab,Omega,,,no,,Namco Galaxian based,,no,yes,1981,Nihon,Shooter - Gallery,,15kHz,vertical (ccw),yes,,2 (alternating),2-way horizontal,,1
omni,Omni,,,yes,Pisces,Namco Galaxian based,,no,no,1982,,Shooter - Gallery,,15kHz,vertical (cw),yes,,2 (alternating),2-way horizontal,,1
opaopa,"Opa Opa (MC-8123, 317-0042)",,"MC-8123, 317-0042",yes,Opa Opa,Sega System E,,no,no,1987,Sega,Maze,,15kHz,horizontal,,,1,8-way,,2
opaopan,"Opa Opa (Rev A, unprotected)",,"Rev. A, unprotected",yes,Opa Opa,Sega System E,,no,no,1987,Sega,Maze,,15kHz,horizontal,,,1,8-way,,2
orbitron,Orbitron,,,no,,Namco Galaxian based,,no,no,1982,Comsoft,Shooter - Gallery,,15kHz,vertical (ccw),yes,,2 (alternating),8-way,,1
ottopza,Crazy Otto - The Original Ms Pacman [hb],,,yes,Ms. Pac-man,Namco Pac-Man hardware,Ms. Pac-man,yes,no,2018,,Maze,,15kHz,vertical (cw),,,2 (alternating),4-way,,0
outrun,"Out Run (sitdown - upright, Rev B)",World,,no,Out Run,Sega Out Run hardware,Out Run,no,no,1986,Sega,Driving - Race,,15kHz,horizontal,,,1,Wheel,,3
outrundx,Out Run (deluxe sitdown),World,,yes,Out Run,Sega Out Run hardware,Out Run,no,no,1986,Sega,Driving - Race,,15kHz,horizontal,,,1,Wheel,,3
outrundxa,Out Run (deluxe sitdown earlier version),World,,yes,Out Run,Sega Out Run hardware,Out Run,no,no,1986,Sega,Driving - Race,,15kHz,horizontal,,,1,Wheel,,3
outrundxeh,Out Run (deluxe sitdown) (Enhanced Edition v2.0.3),World,,yes,Out Run,Sega Out Run hardware,Out Run,no,no,1986,Sega,Driving - Race,,15kHz,horizontal,,,1,Wheel,,3
outrundxeha,Out Run (deluxe sitdown) (Enhanced Edition v1.0.3),World,,yes,Out Run,Sega Out Run hardware,Out Run,no,no,1986,Sega,Driving - Race,,15kHz,horizontal,,,1,Wheel,,3
outrundxj,"Out Run (Japan, deluxe sitdown) (FD1089A 317-0019)",Japan,,yes,Out Run,Sega Out Run hardware,Out Run,no,no,1986,Sega,Driving - Race,,15kHz,horizontal,,,1,Wheel,,3
outruneh,"Out Run (sitdown - upright, Rev B) (Enhanced Edition v2.0.3)",World,,no,Out Run,Sega Out Run hardware,Out Run,no,no,1986,Sega,Driving - Race,,15kHz,horizontal,,,1,Wheel,,3
outruneha,"Out Run (sitdown - upright, Rev B) (Enhanced Edition v1.1.0)",World,,yes,Out Run,Sega Out Run hardware,Out Run,no,no,1986,Sega,Driving - Race,,15kHz,horizontal,,,1,Wheel,,3
outrunra,"Out Run (sitdown - upright, Rev A)",World,,yes,Out Run,Sega Out Run hardware,Out Run,no,no,1986,Sega,Driving - Race,,15kHz,horizontal,,,1,Wheel,,3
outzone,Out Zone,,,no,Out Zone,Toaplan 1,,no,no,1990,Toaplan,Run 'n' Gun - Vertical,,15kHz,vertical (cw),yes,,2 (simultaneous),8-way,,2
outzonea,Out Zone (old set),,,yes,Out Zone,Toaplan 1,,no,no,1990,Toaplan,Run 'n' Gun - Vertical,,15kHz,vertical (cw),yes,,2 (simultaneous),8-way,,2
outzoneb,Out Zone (older set),,,yes,Out Zone,Toaplan 1,,no,no,1990,Toaplan,Run 'n' Gun - Vertical,,15kHz,vertical (cw),yes,,2 (simultaneous),8-way,,2
outzonec,Out Zone (oldest set),,,yes,Out Zone,Toaplan 1,,no,no,1990,Toaplan,Run 'n' Gun - Vertical,,15kHz,vertical (cw),yes,,2 (simultaneous),8-way,,2
outzonecv,Out Zone (Zero Wing TP-015 PCB Conversion),,Zero Wing TP-015 PCB Conversion,yes,Out Zone,Toaplan 1,,no,no,1990,Toaplan,Run 'n' Gun - Vertical,,15kHz,vertical (cw),yes,,2 (simultaneous),8-way,,2
outzoneh,Out Zone (harder),,,yes,Out Zone,Toaplan 1,,no,no,1990,Toaplan,Run 'n' Gun - Vertical,,15kHz,vertical (cw),yes,,2 (simultaneous),8-way,,2
pac2600,Pac 2600 (Older) [hb],,Older,yes,Pac-Man,Namco Pac-Man hardware,Pac-Man,yes,no,1980,Bobby Tribble,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
pac2600a,Pac 2600 [hb],,,yes,Pac-Man,Namco Pac-Man hardware,Pac-Man,yes,no,1980,Bobby Tribble,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
pacbaby,Pac-Man (Baby Maze 1) [hb],,Baby Maze 1,yes,Pac-Man,Namco Pac-Man hardware,Pac-Man,yes,no,1980,Namco - Midway,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
pacbaby2,Pac-Man (Baby Maze 2) [hb],,Baby Maze 2,yes,Pac-Man,Namco Pac-Man hardware,Pac-Man,yes,no,1980,Namco - Midway,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
pacbaby3,Pac-Man (Baby Maze 3) [hb],,Baby Maze 3,yes,Pac-Man,Namco Pac-Man hardware,Pac-Man,yes,no,1980,Namco - Midway,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
pacbell,Pac-Man (Bell) [hb],,Bell,yes,Pac-Man,Namco Pac-Man hardware,Pac-Man,yes,no,1980,Namco - Midway,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
pacelec,Pac-Man (Electric Cowboy) [hb],,Electric Cowboy,yes,Pac-Man,Namco Pac-Man hardware,Pac-Man,yes,no,1980,Namco - Midway,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
pacfnt,Pac-Man (Pac-Man Font) [hb],,Pac-Man Font,yes,Pac-Man,Namco Pac-Man hardware,Pac-Man,yes,no,1980,Namco - Midway,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
pacinvis,Pac-Man (Original Inviso) [hb],,Original Inviso,yes,Pac-Man,Namco Pac-Man hardware,Pac-Man,yes,no,1980,Namco - Midway,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
pacipede,Pacipede [hb],,,yes,Centipede,Atari Centipede based,,yes,no,1980,Namco - Midway,Maze,,15kHz,vertical (cw),no,,2 (alternating),4-way,,1
pacjail,Pac-Man (Jail) [hb],,Jail,yes,Pac-Man,Namco Pac-Man hardware,Pac-Man,yes,no,1980,Namco - Midway,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
pacjr1,Pac-Man Jr. (Maze 1) [hb],,Maze 1,yes,Pac-Man,Namco Pac-Man hardware,Pac-Man,yes,no,1980,Namco - Midway,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
pacjr2,Pac-Man Jr. (Maze 2) [hb],,Maze 2,yes,Pac-Man,Namco Pac-Man hardware,Pac-Man,yes,no,1980,Namco - Midway,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
pacjr3,Pac-Man Jr. (Maze 3) [hb],,Maze 3,yes,Pac-Man,Namco Pac-Man hardware,Pac-Man,yes,no,1980,Namco - Midway,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
pacjr4,Pac-Man Jr. (Maze 4) [hb],,Maze 4,yes,Pac-Man,Namco Pac-Man hardware,Pac-Man,yes,no,1980,Namco - Midway,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
packetman,Packetman [hb],,,yes,Pac-Man,Namco Pac-Man hardware,,yes,no,1980,Namco - Midway,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
pacm255,Pac-Man (255th Maze Fix) [hb],,255th Maze Fix,yes,Pac-Man,Namco Pac-Man hardware,Pac-Man,yes,no,1980,Namco - Midway,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
pacman,Pac-Man (Midway),,Midway,no,Pac-Man,Namco Pac-Man hardware,Pac-Man,no,no,1980,Namco - Midway,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
pacman3d,Pac-Man 3D [hb],,,yes,Pac-Man,Namco Pac-Man hardware,Pac-Man,yes,no,1980,Namco - Midway,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
pacmanf,"Pac-Man (Midway, Speedup) [hb]",,"Midway, Speedup",yes,Pac-Man,Namco Pac-Man hardware,Pac-Man,yes,no,1980,Namco - Midway,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
pacmanp,Pac-Man (Patched) [hb],,Patched,yes,Pac-Man,Namco Pac-Man hardware,Pac-Man,yes,no,1980,Namco - Midway,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
pacmar,Mario Pac-Man [hb],,,yes,Pac-Man,Namco Pac-Man hardware,Pac-Man,yes,no,1980,Atari,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
pacmini,Mini Pac-Man [hb],,,yes,Pac-Man,Namco Pac-Man hardware,Pac-Man,yes,no,1980,Atari,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
pacmini2,Mini Pac-Man 2 [hb],,,yes,Pac-Man,Namco Pac-Man hardware,Pac-Man,yes,no,1980,Atari,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
pacmod,"Pac-Man (Midway, Harder) [hb]",,"Midway, Harder",yes,Pac-Man,Namco Pac-Man hardware,Pac-Man,yes,no,1980,Namco - Midway,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
pacms1,Pac-Man (Ms. Pac-Man Maze 1) [hb],,Ms. Pac-Man Maze 1,yes,Pac-Man,Namco Pac-Man hardware,Pac-Man,yes,no,1980,Namco - Midway,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
pacms2,Pac-Man (Ms. Pac-Man Maze 2) [hb],,Ms. Pac-Man Maze 2,yes,Pac-Man,Namco Pac-Man hardware,Pac-Man,yes,no,1980,Namco - Midway,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
pacms3,Pac-Man (Ms. Pac-Man Maze 3) [hb],,Ms. Pac-Man Maze 3,yes,Pac-Man,Namco Pac-Man hardware,Pac-Man,yes,no,1980,Namco - Midway,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
pacms4,Pac-Man (Ms. Pac-Man Maze 4) [hb],,Ms. Pac-Man Maze 4,yes,Pac-Man,Namco Pac-Man hardware,Pac-Man,yes,no,1980,Namco - Midway,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
pacmsa1,Pac-Man (Ms. Pac-Man Attack 1) [hb],,Ms. Pac-Man Attack 1,yes,Pac-Man,Namco Pac-Man hardware,Pac-Man,yes,no,1980,Namco - Midway,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
pacmsa2,Pac-Man (Ms. Pac-Man Attack 2) [hb],,Ms. Pac-Man Attack 2,yes,Pac-Man,Namco Pac-Man hardware,Pac-Man,yes,no,1980,Namco - Midway,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
pacmsa3,Pac-Man (Ms. Pac-Man Attack 3) [hb],,Ms. Pac-Man Attack 3,yes,Pac-Man,Namco Pac-Man hardware,Pac-Man,yes,no,1980,Namco - Midway,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
pacmsa4,Pac-Man (Ms. Pac-Man Attack 4) [hb],,Ms. Pac-Man Attack 4,yes,Pac-Man,Namco Pac-Man hardware,Pac-Man,yes,no,1980,Namco - Midway,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
pacnchmp,Pac-Man &amp; Chomp Chomp,,,no,Pac-Man,Namco Pac-Man hardware,Pac-Man,no,no,1983,Namco,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
pacnpal,Pac &amp; Pal,,,no,,Namco Pac-Man hardware,Pac-Man,no,no,1983,Namco,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
pacplus,Pac-Man Plus,,,no,Pac-Man,Namco Pac-Man hardware,Pac-Man,yes,no,1982,Namco - Midway,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
pacpopey,Pac-Man (Popeye) [hb],,Popeye,yes,Pac-Man,Namco Pac-Man hardware,Pac-Man,yes,no,1980,Namco - Midway,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
pacshuf,Pac-Man (Shuffle) [hb],,Shuffle,yes,Pac-Man,Namco Pac-Man hardware,Pac-Man,yes,no,1980,Namco - Midway,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
pacsnoop,"Pac Snoop (v1.3, Fast) [hb]",,"v1.3, Fast",yes,Pac-Man,Namco Pac-Man hardware,Pac-Man,yes,no,1980,Scott Lawrence,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
pacspeed,Pac-Man (Speedy) [hb],,Speedy,yes,Pac-Man,Namco Pac-Man hardware,Pac-Man,yes,no,1980,Namco - Midway,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
pacwf,Pac-Man (Weird Fruit) [hb],,Weird Fruit,yes,Pac-Man,Namco Pac-Man hardware,Pac-Man,yes,no,1980,Namco - Midway,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
pajaroes,"Pajaro del Espacio (UniWar S, Spanish) [bl]",Spain,"UniWar S, Spanish",yes,UniWar S,Irem Unique,,no,yes,1980,PSV S.A.,Shooter - Gallery,,15kHz,vertical (cw),yes,,2 (alternating),2-way horizontal,,1
pang,Pang,World,,no,Pang,Capcom Mitchell,Pang!,no,no,1989,Mitchell,Puzzle - Platform,,15kHz,horizontal,,,2 (simultaneous),4-way,,2
pang3,"Pang! 3 (EU, 950601)",Europe,950601,no,,Capcom CPS-1,Pang!,no,no,1995,Capcom,Ball and Paddle,,15kHz,horizontal,n-a,,2 (simultaneous),4-way,,1
pang3b,Pang! 3 [bl],,,yes,Pang! 3,Capcom CPS-1,Pang!,no,yes,1995,Capcom,Ball and Paddle,,15kHz,horizontal,n-a,,2 (simultaneous),4-way,,1
pang3j,"Pang! 3- Kaitou Tachi no Karei na Gogo (JP, 920312)",Japan,920312,yes,Pang! 3,Capcom CPS-1,Pang!,no,no,1995,Capcom,Ball and Paddle,,15kHz,horizontal,n-a,,2 (simultaneous),4-way,,1
